counts	precmz	delta_mass	delta_mass_r2	putative explanation	delta_MF_final	delta_MF_unique_combination
3	204.12302	42.01052	42.01	CAR C2:0	C2H2O	CHO
3	204.12308	42.01058	42.01	CAR C2:0	C2H2O	CHO
6	204.12311	42.01061	42.01	CAR C2:0	C2H2O	CHO
3	204.12305	42.01055	42.01	CAR C2:0	C2H2O	CHO
3	204.12306	42.01056	42.01	CAR C2:0	C2H2O	CHO
3	204.12303	42.01053	42.01	CAR C2:0	C2H2O	CHO
3	204.12306	42.01056	42.01	CAR C2:0	C2H2O	CHO
4	204.12335	42.01085	42.01	CAR C2:0	C2H2O	CHO
2	204.12318	42.01068	42.01	CAR C2:0	C2H2O	CHO
2	204.12329	42.01079	42.01	CAR C2:0	C2H2O	CHO
2	204.12302	42.01052	42.01	CAR C2:0	C2H2O	CHO
2	204.12309	42.01059	42.01	CAR C2:0	C2H2O	CHO
3	204.12325	42.01075	42.01	CAR C2:0	C2H2O	CHO
3	204.12311	42.01061	42.01	CAR C2:0	C2H2O	CHO
7	204.12303	42.01053	42.01	CAR C2:0	C2H2O	CHO
2	204.12302	42.01052	42.01	CAR C2:0	C2H2O	CHO
2	204.12306	42.01056	42.01	CAR C2:0	C2H2O	CHO
2	204.12305	42.01055	42.01	CAR C2:0	C2H2O	CHO
2	204.12305	42.01055	42.01	CAR C2:0	C2H2O	CHO
2	204.12306	42.01056	42.01	CAR C2:0	C2H2O	CHO
4	204.12317	42.01067	42.01	CAR C2:0	C2H2O	CHO
4	204.12308	42.01058	42.01	CAR C2:0	C2H2O	CHO
2	204.12312	42.01062	42.01	CAR C2:0	C2H2O	CHO
2	204.12305	42.01055	42.01	CAR C2:0	C2H2O	CHO
4	204.12308	42.01058	42.01	CAR C2:0	C2H2O	CHO
2	204.12309	42.01059	42.01	CAR C2:0	C2H2O	CHO
2	204.12303	42.01053	42.01	CAR C2:0	C2H2O	CHO
2	204.12302	42.01052	42.01	CAR C2:0	C2H2O	CHO
2	204.12305	42.01055	42.01	CAR C2:0	C2H2O	CHO
2	204.12311	42.01061	42.01	CAR C2:0	C2H2O	CHO
8	204.12315	42.01065	42.01	CAR C2:0	C2H2O	CHO
5	204.12325	42.01075	42.01	CAR C2:0	C2H2O	CHO
4	204.12325	42.01075	42.01	CAR C2:0	C2H2O	CHO
6	204.12337	42.01087	42.01	CAR C2:0	C2H2O	CHO
2	204.12323	42.01073	42.01	CAR C2:0	C2H2O	CHO
2	204.12326	42.01076	42.01	CAR C2:0	C2H2O	CHO
2	204.12305	42.01055	42.01	CAR C2:0	C2H2O	CHO
2	204.12306	42.01056	42.01	CAR C2:0	C2H2O	CHO
2	204.12309	42.01059	42.01	CAR C2:0	C2H2O	CHO
2	204.12308	42.01058	42.01	CAR C2:0	C2H2O	CHO
2	204.12308	42.01058	42.01	CAR C2:0	C2H2O	CHO
4	204.1234	42.0109	42.01	CAR C2:0	C2H2O	CHO
2	204.12308	42.01058	42.01	CAR C2:0	C2H2O	CHO
2	204.12305	42.01055	42.01	CAR C2:0	C2H2O	CHO
3	204.12302	42.01052	42.01	CAR C2:0	C2H2O	CHO
2	204.12303	42.01053	42.01	CAR C2:0	C2H2O	CHO
2	204.12308	42.01058	42.01	CAR C2:0	C2H2O	CHO
2	204.12305	42.01055	42.01	CAR C2:0	C2H2O	CHO
2	204.12305	42.01055	42.01	CAR C2:0	C2H2O	CHO
2	204.12309	42.01059	42.01	CAR C2:0	C2H2O	CHO
2	204.12308	42.01058	42.01	CAR C2:0	C2H2O	CHO
3	204.1234	42.0109	42.01	CAR C2:0	C2H2O	CHO
2	204.12302	42.01052	42.01	CAR C2:0	C2H2O	CHO
5	204.123	42.0105	42.01	CAR C2:0	C2H2O	CHO
2	204.12308	42.01058	42.01	CAR C2:0	C2H2O	CHO
2	204.12305	42.01055	42.01	CAR C2:0	C2H2O	CHO
4	204.12305	42.01055	42.01	CAR C2:0	C2H2O	CHO
2	204.12302	42.01052	42.01	CAR C2:0	C2H2O	CHO
3	204.12317	42.01067	42.01	CAR C2:0	C2H2O	CHO
2	204.12309	42.01059	42.01	CAR C2:0	C2H2O	CHO
2	204.12305	42.01055	42.01	CAR C2:0	C2H2O	CHO
2	204.12305	42.01055	42.01	CAR C2:0	C2H2O	CHO
2	204.123	42.0105	42.01	CAR C2:0	C2H2O	CHO
2	204.12303	42.01053	42.01	CAR C2:0	C2H2O	CHO
2	204.12306	42.01056	42.01	CAR C2:0	C2H2O	CHO
2	204.12305	42.01055	42.01	CAR C2:0	C2H2O	CHO
5	204.12323	42.01073	42.01	CAR C2:0	C2H2O	CHO
2	204.12309	42.01059	42.01	CAR C2:0	C2H2O	CHO
2	204.12305	42.01055	42.01	CAR C2:0	C2H2O	CHO
10	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
3	204.12503	42.01253	42.01	CAR C2:0	C2H2O	CHO
3	204.12325	42.01075	42.01	CAR C2:0	C2H2O	CHO
2	204.12303	42.01053	42.01	CAR C2:0	C2H2O	CHO
3	204.12361	42.01111	42.01	CAR C2:0	C2H2O	CHO
4	204.12315	42.01065	42.01	CAR C2:0	C2H2O	CHO
5	204.12315	42.01065	42.01	CAR C2:0	C2H2O	CHO
2	204.12329	42.01079	42.01	CAR C2:0	C2H2O	CHO
3	204.12317	42.01067	42.01	CAR C2:0	C2H2O	CHO
3	204.12314	42.01064	42.01	CAR C2:0	C2H2O	CHO
3	204.12309	42.01059	42.01	CAR C2:0	C2H2O	CHO
3	204.12312	42.01062	42.01	CAR C2:0	C2H2O	CHO
3	204.12311	42.01061	42.01	CAR C2:0	C2H2O	CHO
3	204.12314	42.01064	42.01	CAR C2:0	C2H2O	CHO
2	204.12317	42.01067	42.01	CAR C2:0	C2H2O	CHO
5	204.12318	42.01068	42.01	CAR C2:0	C2H2O	CHO
2	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
2	204.12312	42.01062	42.01	CAR C2:0	C2H2O	CHO
2	204.12314	42.01064	42.01	CAR C2:0	C2H2O	CHO
2	204.12321	42.01071	42.01	CAR C2:0	C2H2O	CHO
2	204.12315	42.01065	42.01	CAR C2:0	C2H2O	CHO
2	204.12312	42.01062	42.01	CAR C2:0	C2H2O	CHO
2	204.12312	42.01062	42.01	CAR C2:0	C2H2O	CHO
2	204.12311	42.01061	42.01	CAR C2:0	C2H2O	CHO
4	204.12328	42.01078	42.01	CAR C2:0	C2H2O	CHO
2	204.12338	42.01088	42.01	CAR C2:0	C2H2O	CHO
2	204.12318	42.01068	42.01	CAR C2:0	C2H2O	CHO
2	204.12311	42.01061	42.01	CAR C2:0	C2H2O	CHO
2	204.12317	42.01067	42.01	CAR C2:0	C2H2O	CHO
2	204.12312	42.01062	42.01	CAR C2:0	C2H2O	CHO
2	204.12329	42.01079	42.01	CAR C2:0	C2H2O	CHO
2	204.12317	42.01067	42.01	CAR C2:0	C2H2O	CHO
4	204.12317	42.01067	42.01	CAR C2:0	C2H2O	CHO
4	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
4	204.12315	42.01065	42.01	CAR C2:0	C2H2O	CHO
4	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
4	204.12317	42.01067	42.01	CAR C2:0	C2H2O	CHO
4	204.12317	42.01067	42.01	CAR C2:0	C2H2O	CHO
4	204.12314	42.01064	42.01	CAR C2:0	C2H2O	CHO
4	204.12317	42.01067	42.01	CAR C2:0	C2H2O	CHO
4	204.12314	42.01064	42.01	CAR C2:0	C2H2O	CHO
4	204.12318	42.01068	42.01	CAR C2:0	C2H2O	CHO
4	204.12314	42.01064	42.01	CAR C2:0	C2H2O	CHO
4	204.12315	42.01065	42.01	CAR C2:0	C2H2O	CHO
5	204.12343	42.01093	42.01	CAR C2:0	C2H2O	CHO
4	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
4	204.12314	42.01064	42.01	CAR C2:0	C2H2O	CHO
4	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
4	204.12318	42.01068	42.01	CAR C2:0	C2H2O	CHO
2	204.12317	42.01067	42.01	CAR C2:0	C2H2O	CHO
2	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
2	204.12318	42.01068	42.01	CAR C2:0	C2H2O	CHO
2	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
2	204.12311	42.01061	42.01	CAR C2:0	C2H2O	CHO
2	204.12317	42.01067	42.01	CAR C2:0	C2H2O	CHO
2	204.12312	42.01062	42.01	CAR C2:0	C2H2O	CHO
2	204.12312	42.01062	42.01	CAR C2:0	C2H2O	CHO
2	204.12317	42.01067	42.01	CAR C2:0	C2H2O	CHO
2	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
2	204.12315	42.01065	42.01	CAR C2:0	C2H2O	CHO
4	204.12363	42.01113	42.01	CAR C2:0	C2H2O	CHO
6	204.12326	42.01076	42.01	CAR C2:0	C2H2O	CHO
2	204.12311	42.01061	42.01	CAR C2:0	C2H2O	CHO
2	204.12318	42.01068	42.01	CAR C2:0	C2H2O	CHO
5	204.1235	42.011	42.01	CAR C2:0	C2H2O	CHO
2	204.12317	42.01067	42.01	CAR C2:0	C2H2O	CHO
4	204.12328	42.01078	42.01	CAR C2:0	C2H2O	CHO
2	204.12312	42.01062	42.01	CAR C2:0	C2H2O	CHO
2	204.12318	42.01068	42.01	CAR C2:0	C2H2O	CHO
2	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
4	204.12315	42.01065	42.01	CAR C2:0	C2H2O	CHO
2	204.12315	42.01065	42.01	CAR C2:0	C2H2O	CHO
4	204.12325	42.01075	42.01	CAR C2:0	C2H2O	CHO
2	204.12312	42.01062	42.01	CAR C2:0	C2H2O	CHO
2	204.12311	42.01061	42.01	CAR C2:0	C2H2O	CHO
2	204.12314	42.01064	42.01	CAR C2:0	C2H2O	CHO
2	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
2	204.12315	42.01065	42.01	CAR C2:0	C2H2O	CHO
2	204.12318	42.01068	42.01	CAR C2:0	C2H2O	CHO
4	204.12315	42.01065	42.01	CAR C2:0	C2H2O	CHO
4	204.12343	42.01093	42.01	CAR C2:0	C2H2O	CHO
4	204.12338	42.01088	42.01	CAR C2:0	C2H2O	CHO
2	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
2	204.12318	42.01068	42.01	CAR C2:0	C2H2O	CHO
2	204.12318	42.01068	42.01	CAR C2:0	C2H2O	CHO
2	204.12312	42.01062	42.01	CAR C2:0	C2H2O	CHO
4	204.12314	42.01064	42.01	CAR C2:0	C2H2O	CHO
3	204.12317	42.01067	42.01	CAR C2:0	C2H2O	CHO
3	204.12312	42.01062	42.01	CAR C2:0	C2H2O	CHO
3	204.12318	42.01068	42.01	CAR C2:0	C2H2O	CHO
3	204.12312	42.01062	42.01	CAR C2:0	C2H2O	CHO
3	204.12312	42.01062	42.01	CAR C2:0	C2H2O	CHO
2	204.12315	42.01065	42.01	CAR C2:0	C2H2O	CHO
2	204.12311	42.01061	42.01	CAR C2:0	C2H2O	CHO
2	204.12314	42.01064	42.01	CAR C2:0	C2H2O	CHO
5	204.12332	42.01082	42.01	CAR C2:0	C2H2O	CHO
3	204.12344	42.01094	42.01	CAR C2:0	C2H2O	CHO
12	204.12355	42.01105	42.01	CAR C2:0	C2H2O	CHO
4	204.12334	42.01084	42.01	CAR C2:0	C2H2O	CHO
2	204.12326	42.01076	42.01	CAR C2:0	C2H2O	CHO
2	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
2	204.12323	42.01073	42.01	CAR C2:0	C2H2O	CHO
2	204.12321	42.01071	42.01	CAR C2:0	C2H2O	CHO
6	204.12328	42.01078	42.01	CAR C2:0	C2H2O	CHO
4	204.12325	42.01075	42.01	CAR C2:0	C2H2O	CHO
4	204.12325	42.01075	42.01	CAR C2:0	C2H2O	CHO
4	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
4	204.12321	42.01071	42.01	CAR C2:0	C2H2O	CHO
4	204.12326	42.01076	42.01	CAR C2:0	C2H2O	CHO
4	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
4	204.12326	42.01076	42.01	CAR C2:0	C2H2O	CHO
4	204.12326	42.01076	42.01	CAR C2:0	C2H2O	CHO
4	204.12321	42.01071	42.01	CAR C2:0	C2H2O	CHO
4	204.12321	42.01071	42.01	CAR C2:0	C2H2O	CHO
4	204.12325	42.01075	42.01	CAR C2:0	C2H2O	CHO
8	204.12325	42.01075	42.01	CAR C2:0	C2H2O	CHO
4	204.12321	42.01071	42.01	CAR C2:0	C2H2O	CHO
4	204.12323	42.01073	42.01	CAR C2:0	C2H2O	CHO
4	204.12321	42.01071	42.01	CAR C2:0	C2H2O	CHO
4	204.12329	42.01079	42.01	CAR C2:0	C2H2O	CHO
4	204.12325	42.01075	42.01	CAR C2:0	C2H2O	CHO
4	204.12326	42.01076	42.01	CAR C2:0	C2H2O	CHO
4	204.12323	42.01073	42.01	CAR C2:0	C2H2O	CHO
3	204.12323	42.01073	42.01	CAR C2:0	C2H2O	CHO
2	204.12323	42.01073	42.01	CAR C2:0	C2H2O	CHO
2	204.12328	42.01078	42.01	CAR C2:0	C2H2O	CHO
2	204.12323	42.01073	42.01	CAR C2:0	C2H2O	CHO
2	204.12328	42.01078	42.01	CAR C2:0	C2H2O	CHO
2	204.12326	42.01076	42.01	CAR C2:0	C2H2O	CHO
4	204.12335	42.01085	42.01	CAR C2:0	C2H2O	CHO
2	204.12326	42.01076	42.01	CAR C2:0	C2H2O	CHO
7	204.12343	42.01093	42.01	CAR C2:0	C2H2O	CHO
2	204.12328	42.01078	42.01	CAR C2:0	C2H2O	CHO
2	204.12325	42.01075	42.01	CAR C2:0	C2H2O	CHO
2	204.12325	42.01075	42.01	CAR C2:0	C2H2O	CHO
4	204.12343	42.01093	42.01	CAR C2:0	C2H2O	CHO
2	204.12325	42.01075	42.01	CAR C2:0	C2H2O	CHO
2	204.12328	42.01078	42.01	CAR C2:0	C2H2O	CHO
2	204.12323	42.01073	42.01	CAR C2:0	C2H2O	CHO
2	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
2	204.12325	42.01075	42.01	CAR C2:0	C2H2O	CHO
3	204.12328	42.01078	42.01	CAR C2:0	C2H2O	CHO
2	204.12325	42.01075	42.01	CAR C2:0	C2H2O	CHO
2	204.12328	42.01078	42.01	CAR C2:0	C2H2O	CHO
2	204.12329	42.01079	42.01	CAR C2:0	C2H2O	CHO
2	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
2	204.12323	42.01073	42.01	CAR C2:0	C2H2O	CHO
2	204.12343	42.01093	42.01	CAR C2:0	C2H2O	CHO
2	204.12321	42.01071	42.01	CAR C2:0	C2H2O	CHO
3	204.12326	42.01076	42.01	CAR C2:0	C2H2O	CHO
2	204.12321	42.01071	42.01	CAR C2:0	C2H2O	CHO
3	204.1232	42.0107	42.01	CAR C2:0	C2H2O	CHO
2	204.12326	42.01076	42.01	CAR C2:0	C2H2O	CHO
2	204.12329	42.01079	42.01	CAR C2:0	C2H2O	CHO
2	204.12326	42.01076	42.01	CAR C2:0	C2H2O	CHO
2	204.12323	42.01073	42.01	CAR C2:0	C2H2O	CHO
2	204.12331	42.01081	42.01	CAR C2:0	C2H2O	CHO
3	204.12321	42.01071	42.01	CAR C2:0	C2H2O	CHO
3	204.12331	42.01081	42.01	CAR C2:0	C2H2O	CHO
2	204.12338	42.01088	42.01	CAR C2:0	C2H2O	CHO
2	204.12331	42.01081	42.01	CAR C2:0	C2H2O	CHO
3	204.1235	42.011	42.01	CAR C2:0	C2H2O	CHO
2	204.1234	42.0109	42.01	CAR C2:0	C2H2O	CHO
2	204.12331	42.01081	42.01	CAR C2:0	C2H2O	CHO
2	204.12331	42.01081	42.01	CAR C2:0	C2H2O	CHO
2	204.12334	42.01084	42.01	CAR C2:0	C2H2O	CHO
3	204.12332	42.01082	42.01	CAR C2:0	C2H2O	CHO
2	204.12337	42.01087	42.01	CAR C2:0	C2H2O	CHO
2	204.12331	42.01081	42.01	CAR C2:0	C2H2O	CHO
2	204.12337	42.01087	42.01	CAR C2:0	C2H2O	CHO
2	204.12337	42.01087	42.01	CAR C2:0	C2H2O	CHO
2	204.12334	42.01084	42.01	CAR C2:0	C2H2O	CHO
2	204.12335	42.01085	42.01	CAR C2:0	C2H2O	CHO
2	204.12337	42.01087	42.01	CAR C2:0	C2H2O	CHO
2	204.12335	42.01085	42.01	CAR C2:0	C2H2O	CHO
2	204.12332	42.01082	42.01	CAR C2:0	C2H2O	CHO
2	204.12331	42.01081	42.01	CAR C2:0	C2H2O	CHO
2	204.12331	42.01081	42.01	CAR C2:0	C2H2O	CHO
2	204.12335	42.01085	42.01	CAR C2:0	C2H2O	CHO
2	204.12337	42.01087	42.01	CAR C2:0	C2H2O	CHO
2	204.12335	42.01085	42.01	CAR C2:0	C2H2O	CHO
2	204.12331	42.01081	42.01	CAR C2:0	C2H2O	CHO
2	204.12334	42.01084	42.01	CAR C2:0	C2H2O	CHO
2	204.12332	42.01082	42.01	CAR C2:0	C2H2O	CHO
2	204.12337	42.01087	42.01	CAR C2:0	C2H2O	CHO
2	204.12334	42.01084	42.01	CAR C2:0	C2H2O	CHO
2	204.12332	42.01082	42.01	CAR C2:0	C2H2O	CHO
2	204.12335	42.01085	42.01	CAR C2:0	C2H2O	CHO
2	204.12338	42.01088	42.01	CAR C2:0	C2H2O	CHO
2	204.12335	42.01085	42.01	CAR C2:0	C2H2O	CHO
2	204.12335	42.01085	42.01	CAR C2:0	C2H2O	CHO
4	204.12347	42.01097	42.01	CAR C2:0	C2H2O	CHO
2	204.12375	42.01125	42.01	CAR C2:0	C2H2O	CHO
2	204.12347	42.01097	42.01	CAR C2:0	C2H2O	CHO
2	204.12349	42.01099	42.01	CAR C2:0	C2H2O	CHO
2	204.1234	42.0109	42.01	CAR C2:0	C2H2O	CHO
2	204.12349	42.01099	42.01	CAR C2:0	C2H2O	CHO
2	204.12349	42.01099	42.01	CAR C2:0	C2H2O	CHO
3	204.12349	42.01099	42.01	CAR C2:0	C2H2O	CHO
2	204.12344	42.01094	42.01	CAR C2:0	C2H2O	CHO
4	204.12346	42.01096	42.01	CAR C2:0	C2H2O	CHO
2	204.12341	42.01091	42.01	CAR C2:0	C2H2O	CHO
2	204.12344	42.01094	42.01	CAR C2:0	C2H2O	CHO
2	204.12344	42.01094	42.01	CAR C2:0	C2H2O	CHO
2	204.12346	42.01096	42.01	CAR C2:0	C2H2O	CHO
2	204.12347	42.01097	42.01	CAR C2:0	C2H2O	CHO
2	204.12344	42.01094	42.01	CAR C2:0	C2H2O	CHO
2	204.12347	42.01097	42.01	CAR C2:0	C2H2O	CHO
2	204.12346	42.01096	42.01	CAR C2:0	C2H2O	CHO
2	204.12341	42.01091	42.01	CAR C2:0	C2H2O	CHO
2	204.12358	42.01108	42.01	CAR C2:0	C2H2O	CHO
2	204.12349	42.01099	42.01	CAR C2:0	C2H2O	CHO
2	204.12343	42.01093	42.01	CAR C2:0	C2H2O	CHO
4	204.12459	42.01209	42.01	CAR C2:0	C2H2O	CHO
2	204.12357	42.01107	42.01	CAR C2:0	C2H2O	CHO
2	204.12343	42.01093	42.01	CAR C2:0	C2H2O	CHO
2	204.12347	42.01097	42.01	CAR C2:0	C2H2O	CHO
2	204.12358	42.01108	42.01	CAR C2:0	C2H2O	CHO
2	204.1236	42.0111	42.01	CAR C2:0	C2H2O	CHO
2	204.1235	42.011	42.01	CAR C2:0	C2H2O	CHO
6	204.12358	42.01108	42.01	CAR C2:0	C2H2O	CHO
2	204.12352	42.01102	42.01	CAR C2:0	C2H2O	CHO
3	204.12352	42.01102	42.01	CAR C2:0	C2H2O	CHO
2	204.12358	42.01108	42.01	CAR C2:0	C2H2O	CHO
2	204.12366	42.01116	42.01	CAR C2:0	C2H2O	CHO
2	204.12373	42.01123	42.01	CAR C2:0	C2H2O	CHO
6	204.12373	42.01123	42.01	CAR C2:0	C2H2O	CHO
6	204.12379	42.01129	42.01	CAR C2:0	C2H2O	CHO
6	204.12379	42.01129	42.01	CAR C2:0	C2H2O	CHO
2	204.12376	42.01126	42.01	CAR C2:0	C2H2O	CHO
2	204.12379	42.01129	42.01	CAR C2:0	C2H2O	CHO
2	204.12386	42.01136	42.01	CAR C2:0	C2H2O	CHO
2	204.12384	42.01134	42.01	CAR C2:0	C2H2O	CHO
2	204.12381	42.01131	42.01	CAR C2:0	C2H2O	CHO
2	204.12383	42.01133	42.01	CAR C2:0	C2H2O	CHO
6	204.12398	42.01148	42.01	CAR C2:0	C2H2O	CHO
2	204.12407	42.01157	42.01	CAR C2:0	C2H2O	CHO
2	204.12436	42.01186	42.01	CAR C2:0	C2H2O	CHO
6	204.12444	42.01194	42.01	CAR C2:0	C2H2O	CHO
6	204.12448	42.01198	42.01	CAR C2:0	C2H2O	CHO
6	204.12448	42.01198	42.01	CAR C2:0	C2H2O	CHO
2	204.12456	42.01206	42.01	CAR C2:0	C2H2O	CHO
2	204.12511	42.01261	42.01	CAR C2:0	C2H2O	CHO
2	204.12511	42.01261	42.01	CAR C2:0	C2H2O	CHO
2	204.12511	42.01261	42.01	CAR C2:0	C2H2O	CHO
6	218.13635	56.02385	56.02	CAR C3:0	C3H4O	CHO
4	218.13664	56.02414	56.02	CAR C3:0	C3H4O	CHO
2	218.13675	56.02425	56.02	CAR C3:0	C3H4O	CHO
2	218.13702	56.02452	56.02	CAR C3:0	C3H4O	CHO
2	218.13702	56.02452	56.02	CAR C3:0	C3H4O	CHO
2761	218.13826	56.02576	56.03	CAR C3:0	C3H4O	CHO
39541	218.13921	56.02671	56.03	CAR C3:0	C3H4O	CHO
4	218.13861	56.02611	56.03	CAR C3:0	C3H4O	CHO
4	218.13768	56.02518	56.03	CAR C3:0	C3H4O	CHO
2	218.14258	56.03008	56.03	CAR C3:0	C3H4O	CHO
74	218.13892	56.02642	56.03	CAR C3:0	C3H4O	CHO
4	218.13756	56.02506	56.03	CAR C3:0	C3H4O	CHO
3	218.13756	56.02506	56.03	CAR C3:0	C3H4O	CHO
2	218.13777	56.02527	56.03	CAR C3:0	C3H4O	CHO
2	218.13774	56.02524	56.03	CAR C3:0	C3H4O	CHO
8	218.13803	56.02553	56.03	CAR C3:0	C3H4O	CHO
7	218.1378	56.0253	56.03	CAR C3:0	C3H4O	CHO
2	218.13776	56.02526	56.03	CAR C3:0	C3H4O	CHO
6	218.13892	56.02642	56.03	CAR C3:0	C3H4O	CHO
4	218.13834	56.02584	56.03	CAR C3:0	C3H4O	CHO
2	218.13789	56.02539	56.03	CAR C3:0	C3H4O	CHO
3	218.13782	56.02532	56.03	CAR C3:0	C3H4O	CHO
3	218.1385	56.026	56.03	CAR C3:0	C3H4O	CHO
2	218.13786	56.02536	56.03	CAR C3:0	C3H4O	CHO
6	218.13795	56.02545	56.03	CAR C3:0	C3H4O	CHO
72	218.13882	56.02632	56.03	CAR C3:0	C3H4O	CHO
3	218.13899	56.02649	56.03	CAR C3:0	C3H4O	CHO
2	218.13794	56.02544	56.03	CAR C3:0	C3H4O	CHO
2	218.13797	56.02547	56.03	CAR C3:0	C3H4O	CHO
2	218.13797	56.02547	56.03	CAR C3:0	C3H4O	CHO
12	218.1384	56.0259	56.03	CAR C3:0	C3H4O	CHO
2	218.13792	56.02542	56.03	CAR C3:0	C3H4O	CHO
6	218.13861	56.02611	56.03	CAR C3:0	C3H4O	CHO
2	218.13797	56.02547	56.03	CAR C3:0	C3H4O	CHO
2	218.13824	56.02574	56.03	CAR C3:0	C3H4O	CHO
3	218.13849	56.02599	56.03	CAR C3:0	C3H4O	CHO
22	218.13838	56.02588	56.03	CAR C3:0	C3H4O	CHO
13	218.13925	56.02675	56.03	CAR C3:0	C3H4O	CHO
2	218.13805	56.02555	56.03	CAR C3:0	C3H4O	CHO
2	218.13805	56.02555	56.03	CAR C3:0	C3H4O	CHO
2	218.138	56.0255	56.03	CAR C3:0	C3H4O	CHO
2	218.13802	56.02552	56.03	CAR C3:0	C3H4O	CHO
2	218.13805	56.02555	56.03	CAR C3:0	C3H4O	CHO
2	218.13806	56.02556	56.03	CAR C3:0	C3H4O	CHO
2	218.13802	56.02552	56.03	CAR C3:0	C3H4O	CHO
2	218.13805	56.02555	56.03	CAR C3:0	C3H4O	CHO
5	218.13844	56.02594	56.03	CAR C3:0	C3H4O	CHO
2	218.13814	56.02564	56.03	CAR C3:0	C3H4O	CHO
2	218.13873	56.02623	56.03	CAR C3:0	C3H4O	CHO
11	218.13852	56.02602	56.03	CAR C3:0	C3H4O	CHO
3	218.13828	56.02578	56.03	CAR C3:0	C3H4O	CHO
2	218.13814	56.02564	56.03	CAR C3:0	C3H4O	CHO
3	218.13898	56.02648	56.03	CAR C3:0	C3H4O	CHO
2	218.13812	56.02562	56.03	CAR C3:0	C3H4O	CHO
2	218.13811	56.02561	56.03	CAR C3:0	C3H4O	CHO
4	218.13904	56.02654	56.03	CAR C3:0	C3H4O	CHO
2	218.13818	56.02568	56.03	CAR C3:0	C3H4O	CHO
2	218.13817	56.02567	56.03	CAR C3:0	C3H4O	CHO
2	218.13815	56.02565	56.03	CAR C3:0	C3H4O	CHO
2	218.13814	56.02564	56.03	CAR C3:0	C3H4O	CHO
6	218.13861	56.02611	56.03	CAR C3:0	C3H4O	CHO
2	218.13818	56.02568	56.03	CAR C3:0	C3H4O	CHO
4	218.1384	56.0259	56.03	CAR C3:0	C3H4O	CHO
3	218.13824	56.02574	56.03	CAR C3:0	C3H4O	CHO
11	218.13895	56.02645	56.03	CAR C3:0	C3H4O	CHO
6	218.1385	56.026	56.03	CAR C3:0	C3H4O	CHO
2	218.13811	56.02561	56.03	CAR C3:0	C3H4O	CHO
2	218.1382	56.0257	56.03	CAR C3:0	C3H4O	CHO
2	218.13826	56.02576	56.03	CAR C3:0	C3H4O	CHO
2	218.13826	56.02576	56.03	CAR C3:0	C3H4O	CHO
2	218.13829	56.02579	56.03	CAR C3:0	C3H4O	CHO
12	218.13873	56.02623	56.03	CAR C3:0	C3H4O	CHO
2	218.13892	56.02642	56.03	CAR C3:0	C3H4O	CHO
8	218.14003	56.02753	56.03	CAR C3:0	C3H4O	CHO
2	218.13829	56.02579	56.03	CAR C3:0	C3H4O	CHO
2	218.13829	56.02579	56.03	CAR C3:0	C3H4O	CHO
2	218.13826	56.02576	56.03	CAR C3:0	C3H4O	CHO
2	218.13828	56.02578	56.03	CAR C3:0	C3H4O	CHO
10	218.13936	56.02686	56.03	CAR C3:0	C3H4O	CHO
2	218.13831	56.02581	56.03	CAR C3:0	C3H4O	CHO
2	218.13831	56.02581	56.03	CAR C3:0	C3H4O	CHO
2	218.13821	56.02571	56.03	CAR C3:0	C3H4O	CHO
2	218.13829	56.02579	56.03	CAR C3:0	C3H4O	CHO
2	218.13826	56.02576	56.03	CAR C3:0	C3H4O	CHO
2	218.13821	56.02571	56.03	CAR C3:0	C3H4O	CHO
2	218.13828	56.02578	56.03	CAR C3:0	C3H4O	CHO
2	218.13826	56.02576	56.03	CAR C3:0	C3H4O	CHO
2	218.13826	56.02576	56.03	CAR C3:0	C3H4O	CHO
27	218.13889	56.02639	56.03	CAR C3:0	C3H4O	CHO
5	218.13887	56.02637	56.03	CAR C3:0	C3H4O	CHO
2	218.13821	56.02571	56.03	CAR C3:0	C3H4O	CHO
33	218.13905	56.02655	56.03	CAR C3:0	C3H4O	CHO
13	218.13849	56.02599	56.03	CAR C3:0	C3H4O	CHO
4	218.13866	56.02616	56.03	CAR C3:0	C3H4O	CHO
4	218.13835	56.02585	56.03	CAR C3:0	C3H4O	CHO
2	218.13837	56.02587	56.03	CAR C3:0	C3H4O	CHO
